"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDMV"
"USR0000CASH","ASH VALLEY CALIFORNIA, CA US","41.0519","-120.6861","1554.5","1993-05",,,,"50.0","64.4","35.6",,
"USR0000CLHO","LOST HORSE CALIFORNIA, CA US","34.0178","-116.1878","1280.2","1993-05",,,,"63.7","80.1","47.3",,
"USC00047228","RAMONA FIRE DEPARTMENT, CA US","33.0113","-116.908","448.1","1993-05",,"0.10","0.0",,,"51.9",,
"USC00048317","SNOW CREEK UPPER, CA US","33.8725","-116.67972","591.3","1993-05",,"0.00","0.0",,,,,
"USC00047109","POTTER VALLEY POWERHOUSE, CA US","39.3619","-123.1286","310.3","1993-05",,"5.12","0.0","58.7","70.3","47.1",,
"USC00046252","NORTH FORK RANGER STATION, CA US","37.2329","-119.5097","806.2","1993-05",,"0.27","0.0",,,,,
"USC00047581","ROUND MOUNTAIN, CA US","40.7955","-121.935","640.1","1993-05",,"5.69","0.0",,,,,
"USC00046377","OCEANSIDE MARINA, CA US","33.2097","-117.395","3.0","1993-05",,"0.00","0.0","61.6","66.4","56.9",,
"USC00046498","ORICK PRAIRIE, CA US","41.3619","-124.0191","48.8","1993-05",,"8.11","0.0","51.5","57.4","45.6",,
"USC00046136","NEVADA CITY, CA US","39.2466","-121.0008","847.6","1993-05",,"2.92","0.0","57.0","68.4","45.6",,
"USR0000CKET","KETTLEMAN HILLS CALIFORNIA, CA US","36.0333","-120.0569","246.9","1993-05",,,,"68.9","80.4","57.5",,
"USC00047470","RIVERSIDE FIRE STATION 3, CA US","33.9511","-117.388","256.0","1993-05",,"0.00","0.0","70.8","84.9","56.7",,
"USS0020K04S","INDEPENDENCE CAMP, CA US","39.45","-120.29","2134.5","1993-05",,"2.30",,"43.6","55.1","32.0",,
"USR0000CMIL","MILL CREEK ANF CALIFORNIA, CA US","34.3903","-118.0825","1530.4","1993-05",,,,"65.9","77.4","54.5",,
"USC00041806","CLEARLAKE 4 SE, CA US","38.9238","-122.5672","411.2","1993-05",,"1.95","0.0",,"69.9",,,
"USC00047339","REDWOOD CITY, CA US","37.4767","-122.2386","9.4","1993-05",,"0.44","0.0","63.8","75.6","52.0",,
"USC00046006","MOUNT WILSON CBS, CA US","34.2308","-118.0711","1740.4","1993-05",,"0.06","0.0",,,,,
"USC00045032","LODI, CA US","38.1061","-121.2877","12.2","1993-05",,"1.31","0.0","66.6","81.6","51.6",,"1523.6"
"USR0000CQUI","QUINCY RD CALIFORNIA, CA US","39.9733","-120.9419","1066.8","1993-05",,,,"55.8","70.9","40.7",,
"USS0020K03S","INDEPENDENCE CREEK, CA US","39.49","-120.28","1967.8","1993-05",,"1.40",,"45.6","60.2","30.9",,
"USR0000CQUA","QUARTZ HILL CALIFORNIA, CA US","41.5992","-122.9336","1287.8","1993-05",,,,"52.6","62.9","42.3",,
"USC00046370","OCCIDENTAL, CA US","38.3858","-122.9661","263.7","1993-05",,"3.36","0.0",,,,,
"USC00040943","BODIE CALIFORNIA STATE HISTORIC PARK, CA US","38.2119","-119.0142","2551.2","1993-05",,"0.04","0.0","44.9","63.3","26.5",,
"USS0020K27S","TAHOE CITY CROSS, CA US","39.17","-120.15","2071.7","1993-05",,"1.10",,"45.8","57.2","34.3",,
"USC00041912","COLFAX, CA US","39.0901","-120.947","723.3","1993-05",,"2.88","0.0","60.8","73.9","47.7",,
"USR0000CJFL","JUNIPER FLAT CALIFORNIA, CA US","33.7781","-117.085","646.2","1993-05",,,,"63.6","76.2","51.0",,
"USC00041916","COLGATE POWERHOUSE, CA US","39.3308","-121.1922","181.4","1993-05",,"2.57","0.0",,,,,
"USC00045026","LODGEPOLE, CA US","36.6044","-118.7325","2052.8","1993-05",,"0.08","0.0","45.5","60.4","30.7",,
"USC00045147","LOS PRIETOS RANGER STATION, CA US","34.5444","-119.7913","312.1","1993-05",,"0.08","0.0",,,,,
"USC00046599","PACIFICA 4 SSE, CA US","37.59167","-122.47167","144.8","1993-05",,"0.98","0.0","59.3","67.0","51.5",,
"USC00049866","YREKA, CA US","41.70237","-122.64169","826.6","1993-05",,"2.79","0.0","56.0","71.9","40.2",,
"USR0000CPRD","PANOCHE ROAD CALIFORNIA, CA US","36.7269","-120.7658","619.4","1993-05",,,,"67.5","80.7","54.2",,
"USC00047681","SALSIPUEDES GAGING STATION, CA US","34.58511","-120.40826","77.4","1993-05",,"0.09","0.0",,,,,
"USR0000COPA","OPAL MOUNTAIN CALIFORNIA, CA US","35.1542","-117.1756","987.6","1993-05",,,,"68.3","81.1","55.5",,
"USC00044176","HUNTINGTON LAKE, CA US","37.2275","-119.22056","2139.7","1993-05",,"0.17",,"48.5","59.3","37.6",,
"USC00044297","IRON MOUNTAIN, CA US","34.1472","-115.1219","281.0","1993-05",,"0.03","0.0","80.5","96.1","65.0",,
"USC00046597","PACIFIC HOUSE, CA US","38.7583","-120.503","1051.6","1993-05",,"3.43","0.0",,,,,
"USC00045385","MARYSVILLE, CA US","39.1458","-121.5852","17.4","1993-05",,"1.78","0.0","68.2","80.8","55.6",,
"USC00049621","WHISKEYTOWN RESERVOIR, CA US","40.6116","-122.528","394.7","1993-05",,"7.37","0.0","61.0","73.1","48.9",,"446.1"
"USC00049742","WINTERS, CA US","38.5252","-121.9777","41.1","1993-05",,"1.02","0.0","67.5","81.4","53.7",,
"USC00041907","COLEMAN FISHERIES STATION, CA US","40.4","-122.1433","128.0","1993-05",,"2.51","0.0",,,,,
"USR0000CBVR","BEAVER CAMP LOC CALIFORNIA, CA US","38.4883","-120.325","1524.0","1993-05",,,,"57.6","69.3","46.0",,
"USC00040931","BOCA, CA US","39.3886","-120.0936","1699.3","1993-05",,"0.89","0.0","49.4","67.4","31.4",,
"USR0000CLIN","LINCOLN CALIFORNIA, CA US","38.8825","-121.2683","61.0","1993-05",,,,"64.9","79.0","50.7",,
"USC00040819","BISHOP CRK INTAKE 2, CA US","37.248","-118.5813","2485.3","1993-05",,"0.03",,,,,,
"USC00048406","SOUTH LAKE, CA US","37.1683","-118.5705","2920.0","1993-05",,"0.13",,,,,,
"USC00045378","MARTINEZ WATER PLANT, CA US","38.0131","-122.1142","12.2","1993-05",,"0.57","0.0","63.8","77.1","50.4",,
"USC00049855","YOSEMITE PARK HEADQUARTERS, CA US","37.75027","-119.58972","1224.7","1993-05",,"1.77","0.0",,"70.9",,,
"USR0000CTUO","GAYLOR MEADOW CALIFORNIA, CA US","37.8683","-119.3183","2825.5","1993-05",,,,"40.3","54.9","25.6",,
"USC00047672","SALINAS DAM, CA US","35.3372","-120.5038","424.3","1993-05",,"0.00","0.0",,,,,
"USC00044288","IOWA HILL, CA US","39.118","-120.8405","944.9","1993-05",,"3.38","0.0",,,,,
"USR0000CLDR","LADDER BUTTE CALIFORNIA, CA US","40.8072","-121.2967","1752.6","1993-05",,,,"50.4","60.7","40.2",,
"USC00040924","BLYTHE, CA US","33.61388","-114.59813","81.7","1993-05",,"0.00","0.0","83.0","99.6","66.5",,
"USS0020L06S","ECHO PEAK, CA US","38.85","-120.08","2337.8","1993-05",,"3.59",,,,,,
"USR0000CSRS","SANTA ROSA CALIFORNIA, CA US","38.4786","-122.7119","175.6","1993-05",,,,"59.8","69.3","50.3",,
"USC00048758","TAHOE CITY, CA US","39.1678","-120.1428","1898.9","1993-05",,"1.30","0.0","49.4","62.9","35.9",,
"USC00047668","SALINAS NUMBER 2, CA US","36.6594","-121.6663","13.7","1993-05",,"0.82","0.0","62.1","72.3","52.0",,
"USR0000CSRI","SANTA ROSA ISLAND CALIFORNIA, CA US","33.9778","-120.0778","395.6","1993-05",,,,"54.2","61.3","47.1",,
"USC00047306","REDLANDS, CA US","34.037","-117.1948","429.8","1993-05",,"0.04","0.0","68.8","81.8","55.8",,
"USC00048999","TRACY CARBONA, CA US","37.6819","-121.3466","41.1","1993-05",,"1.75","0.0","66.0","80.4","51.6",,
"USC00044278","INYOKERN, CA US","35.6513","-117.8213","740.7","1993-05",,"0.02","0.0","71.1","88.1","54.0",,
"USC00046336","OAKLAND MUSEUM, CA US","37.7983","-122.2642","9.1","1993-05",,"0.94","0.0","63.5","69.9","57.1",,
"USC00046699","PARKER RESERVOIR, CA US","34.28964","-114.17137","224.9","1993-05",,"0.00","0.0","82.2","94.7","69.6",,
"USR0000CCRZ","CRAZY PEAK CALIFORNIA, CA US","41.9919","-123.6036","1210.1","1993-05",,,,"50.6","62.1","39.1",,
"USC00045360","MARKLEY COVE, CA US","38.4916","-122.1241","146.3","1993-05",,"1.69","0.0","63.4","76.3","50.4",,"1306.1"
"USC00043182","FORT JONES RANGER STATION, CA US","41.60104","-122.84775","831.8","1993-05",,"2.47","0.0",,,,,
"USC00045120","LOS BANOS DET RESV, CA US","36.98972","-120.92972","124.1","1993-05",,"0.44","0.0","67.4","80.0","54.8",,"5152.4"
"USC00047785","SAN GABRIEL FIRE DEPARTMENT, CA US","34.0842","-118.1003","110.6","1993-05",,"0.03","0.0","69.4","81.6","57.2",,
"USC00048873","TERMO 1 E, CA US","40.86667","-120.43333","1615.4","1993-05",,"0.97","0.0","50.9","66.6","35.2",,
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","1993-05",,"0.71","0.0","62.9","74.9","51.0",,
"USR0000CMER","MERCED RIVER CALIFORNIA, CA US","37.6528","-120.0883","792.5","1993-05",,,,"63.4","75.7","51.1",,
"USR0000CSQU","SQUAW LAKE CALIFORNIA, CA US","32.9083","-114.4944","91.4","1993-05",,,,"82.8","96.1","69.5",,
"USR0000CMET","METCALF GAP CALIFORNIA, CA US","37.4094","-119.7681","937.9","1993-05",,,,"63.6","75.2","51.9",,
"USC00043191","FORT ROSS, CA US","38.515","-123.2447","34.1","1993-05",,"3.22","0.0","55.5","65.2","45.7",,
"USR0000CSQS","SQUAW SPRINGS CALIFORNIA, CA US","35.37","-117.5683","1103.4","1993-05",,,,"68.5","79.8","57.3",,
"USC00047779","SAN GABRIEL DAM FC425B E, CA US","34.2052","-117.8608","451.4","1993-05",,"0.00","0.0",,,,,
"USC00046569","OXNARD, CA US","34.19806","-119.17528","14.9","1993-05",,"0.11","0.0","62.9","70.3","55.6",,
"USC00045356","MARKLEEVILLE, CA US","38.69194","-119.78028","1685.5","1993-05",,"0.30","0.0","51.8","67.4","36.2",,
"USC00045598","MIDDLETOWN, CA US","38.74774","-122.62583","341.7","1993-05",,"3.18","0.0",,,,,
"USC00044025","HOLLISTER 2, CA US","36.8483","-121.4213","83.8","1993-05",,"0.74","0.0","61.9","74.8","49.0",,
"USC00047776","SAN GABRIEL CANYON PH, CA US","34.1553","-117.9078","226.8","1993-05",,"0.00","0.0",,,,,
"USR0000CMID","MID HILLS CALIFORNIA, CA US","35.1231","-115.4114","1649.9","1993-05",,,,"60.6","72.6","48.6",,
"USC00047414","RICHMOND, CA US","37.9191","-122.3772","6.1","1993-05",,"0.68","0.0","62.6","71.1","54.1",,
"USC00045119","LOS BANOS ARBURUA RANCH, CA US","36.8749","-120.9386","256.9","1993-05",,"0.34","0.0",,,,,
"USC00045118","LOS BANOS, CA US","37.0563","-120.8666","36.6","1993-05",,"0.52","0.0","65.9","82.0","49.7",,
"USR0000CKEE","KEENWILD CALIFORNIA, CA US","33.6667","-116.7667","1499.6","1993-05",,,,"62.5","76.7","48.4",,
"USC00046329","OAK KNOLL R S NUMBER 2, CA US","41.85","-122.88333","518.2","1993-05",,"2.25","0.0",,,,,
"USC00042081","COVELO, CA US","39.8158","-123.2444","430.7","1993-05",,"5.05","0.0",,,"45.9",,
"USC00046685","PARADISE, CA US","39.7538","-121.6241","533.4","1993-05",,"2.87","0.0","63.1","74.2","52.1",,
"USC00045233","MADERA, CA US","36.9539","-120.0378","82.3","1993-05",,"0.71","0.0","67.7","82.2","53.3",,
"USC00042090","COVINA CITY YARD FC387B, CA US","34.0918","-117.88012","185.0","1993-05",,"0.00","0.0",,,,,
"USC00047404","RICHARDSON GROVE STATE PARK, CA US","40.02611","-123.79306","153.3","1993-05",,"6.77","0.0","58.4","69.4","47.5",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","1993-05",,"0.84","0.0",,,,,
"USC00047888","SANTA ANA FIRE STATION, CA US","33.7442","-117.8667","41.1","1993-05",,"0.00","0.0","68.6","78.0","59.3",,
"USC00044259","INDIO FIRE STATION, CA US","33.7086","-116.2152","-6.4","1993-05",,"0.00","0.0","81.3","96.5","66.1",,
"USC00046319","OAK GROVE R S, CA US","33.3861","-116.7916","838.2","1993-05",,"0.97","0.0",,,,,
"USC00045107","LOS ALAMOS, CA US","34.7455","-120.28","172.2","1993-05",,"0.28","0.0",,,,,
"USC00047880","SAN RAFAEL CIVIC CENTER, CA US","37.9983","-122.5372","36.6","1993-05",,"1.21","0.0","57.7","69.3","46.1",,
"USR0000CBRO","BROOKS CALIFORNIA, CA US","38.7383","-122.1447","107.9","1993-05",,,,"64.4","76.8","51.9",,
"USC00043161","FORT BRAGG 5 N, CA US","39.51","-123.75639","37.5","1993-05",,"5.25","0.0","58.3","67.2","49.4",,
"USR0000CDVR","DEVORE CALIFORNIA, CA US","34.2211","-117.4044","627.0","1993-05",,,,"65.0","76.8","53.3",,
"USR0000CSTA","STAMPEDE CALIFORNIA, CA US","39.4833","-120.075","2093.1","1993-05",,,,"49.4","62.8","36.0",,
"USR0000CAPT","ALDER POINT CALIFORNIA, CA US","40.1867","-123.5903","281.3","1993-05",,,,"59.0","69.5","48.4",,
"USC00044374","JESS VALLEY, CA US","41.2706","-120.29845","1621.2","1993-05",,"2.15","0.0","52.4","70.3","34.5",,
"USC00047643","SAINT HELENA, CA US","38.5066","-122.4713","68.6","1993-05",,"1.65","0.0","62.8","75.2","50.4",,
"USC00046675","PANOCHE 2 W, CA US","36.6066","-120.8841","426.7","1993-05",,"0.23","0.0",,,,,
"USC00047641","SAGEHEN CREEK, CA US","39.43167","-120.24056","1931.5","1993-05",,"2.13","1.0","47.2","61.6","32.7",,
"USC00042198","CRYSTAL LAKE FC238C, CA US","34.3175","-117.8419","1629.2","1993-05",,"0.00","0.0",,,,,
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","37.7861","-122.1447","333.8","1993-05",,,,"59.4","67.7","51.0",,
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","37.865","-122.2208","427.6","1993-05",,,,"58.7","67.7","49.8",,
